6 31 621 2274 3240 3248 3255
6 151 505 978 1418 2429 3267
6 61 289 316 449 695 2068
6 91 294 327 460 1038 2161
6 83 292 319 455 695 2079
6 61 289 319 492 695 1675
6 200 1197 3300 3306 3314 3321
6 83 360 530 957 1391 2819
6 149 283 315 338 695 1592
6 149 432 2065 2968 3344 3351
6 201 319 460 674 1237 2819
6 148 222 1142 2359 3372 3379
6 16 480 821 946 1680 2936
6 200 1197 2466 3396 3404 3411
6 82 201 430 729 1943 3424
6 170 908 1360 1798 2767 3437
6 284 380 680 1449 3447 3454
6 59 215 290 326 695 1461
6 50 969 3067 3494 3502 3509
6 61 319 473 1100 2781 3522
6 350 2436 3532 3538 3546 3553
6 148 310 1107 1369 2755 3565
6 90 221 527 1780 2873 3598
6 101 1154 1942 2383 3615 3622
6 228 832 1035 1512 2574 3645
6 82 282 541 1186 1919 2582
6 74 224 710 1035 1400 2801
6 153 412 492 848 1746 3354
6 178 505 1366 2036 3151 3675
6 259 673 2422 2438 3535 3553
6 45 227 956 1367 2617 3526
6 148 430 919 1104 1418 2604
6 212 940 1524 2604 3419 3709
6 61 283 371 469 538 1973
6 153 1196 3646 3727 3735 3742
6 181 1082 2723 3754 3762 3769
6 252 983 3778 3784 3792 3799
6 55 166 556 1089 3181 3812
6 58 167 512 1088 1919 3821
6 53 852 1397 3334 3835 3842
6 184 296 475 674 1043 3104
6 56 187 984 1405 3181 3858
1 3433
6 167 480 508 842 1122 2724
6 283 3871 3880 3886 3894 3901
6 45 214 1363 1782 3033 3912
4 2559 3927 3936 3942
6 57 505 1389 2903 3952 3959
6 52 232 1217 1802 3794 3973
6 157 527 859 1403 3691 3988
6 53 220 431 677 973 1961
6 486 799 1109 1532 2830 4017
6 59 505 848 989 1801 4041
6 66 327 1095 3177 4054 4061
6 342 831 938 1267 2950 4073
6 480 806 1532 2328 4083 4090
6 831 4102 4111 4117 4125 4132
6 167 748 963 2800 4142 4149
6 148 435 859 1503 2727 4159
6 285 424 691 1176 2820 4172
6 11 1250 1513 4183 4191 4198
6 61 293 319 343 519 1234
6 61 282 716 1066 3026 4217
6 27 184 480 1039 1401 4226
6 911 948 1982 4236 4244 4251
6 157 272 776 859 1663 2369
6 61 294 478 695 1235 2164
6 82 845 3715 4273 4281 4288
6 66 971 1389 1877 3705 4302
6 216 1504 3393 4315 4323 4330
6 64 482 1081 1403 2115 3858
6 184 455 1107 1848 3074 4347
6 164 412 603 1510 3998 4362
6 282 298 343 673 1438 3525
6 53 187 729 984 1074 2250
6 497 940 1532 2724 4402 4409
6 83 300 455 536 695 1446
6 61 293 346 460 1450 2082
6 206 1141 4424 4430 4438 4445
6 33 293 459 904 1632 2970
6 61 295 343 450 899 3283
6 83 294 343 462 693 2010
6 49 284 303 326 1095 4472
6 61 323 520 708 1447 3663
6 82 599 1959 2899 4494 4501
6 146 908 946 1349 3203 4513
6 83 251 321 469 1367 2161
6 157 221 435 608 1113 2511
6 192 4534 4543 4549 4557 4564
6 61 300 458 496 1177 2483
6 146 500 973 1794 2769 4078
6 83 293 311 450 906 3461
6 49 91 292 526 992 2504
6 63 282 418 527 1089 3361
6 397 1855 4095 4631 4639 4646
6 155 318 455 537 1012 3360
6 203 487 698 1011 2599 3291
6 82 936 1622 2604 4130 4672
6 220 1240 2609 4080 4684 4691
6 83 319 492 673 1400 3061
6 59 284 334 492 793 3167
6 406 1857 4712 4718 4726 4733
6 95 822 1809 2149 2755 4747
6 61 282 305 346 1762 3359
6 8 38 1285 1293 1323 4233
6 282 304 455 675 1444 4768
6 167 1081 3036 4778 4786 4793
6 83 595 1816 3276 4807 4814
6 371 816 1559 2903 4823 4830
6 66 1109 3825 4840 4848 4855
6 55 186 976 1470 2538 4864
6 57 168 480 1000 3243 4875
6 192 506 832 1091 1532 3008
6 59 184 706 960 1496 3151
6 176 301 431 492 684 1450
6 700 1339 2016 2767 4096 4898
6 45 184 477 959 2718 4907
2 426 4919
6 61 293 343 537 1419 2528
6 192 510 1034 2199 4944 4951
6 6 390 1915 3287 4965 4972
6 45 153 942 992 1366 3390
6 12 184 746 1288 3207 4777
6 61 294 380 492 961 3719
6 300 1179 2411 4720 5012 5019
6 33 289 593 748 1528 3826
6 170 909 1360 2538 5036 5043
6 157 701 950 1240 1407 3444
6 48 1778 3792 5058 5066 5073
6 192 1107 1797 2774 5083 5090
6 82 406 845 973 2331 5100
6 83 289 317 343 479 695
6 82 469 1083 1403 5115 5122
6 83 224 426 492 748 1237
6 61 593 1081 1677 3692 5135
6 285 680 4705 5149 5157 5164
6 146 430 870 1402 3473 5173
6 224 685 1663 4352 5187 5194
6 280 5204 5213 5219 5227 5234
6 192 909 1252 1351 1513 2327
6 564 5249 5258 5264 5272 5279
6 167 423 1089 1723 4683 5294
6 202 1036 1460 2571 5303 5310
6 59 289 492 1081 2838 5319
6 181 700 1035 1359 2777 5319
6 83 294 533 729 1237 1919
6 83 305 537 1023 2504 5338
6 82 406 834 1360 1864 2881
6 59 184 683 1370 2793 5351
6 59 294 327 458 673 1033
6 27 228 505 969 1289 5360
6 64 5224 5373 5379 5387 5394
6 184 795 909 943 1403 2364
6 83 311 462 542 1454 5406
6 59 528 1731 3666 5421 5428
6 318 673 2087 3287 5438 5445
6 9 828 1095 1357 3698 5455
6 160 349 675 1438 3356 5464
6 50 203 300 469 608 1081
6 66 720 1959 2826 5475 5482
6 153 624 908 1403 2766 5493
6 83 294 469 541 1177 2453
6 220 1636 3653 4711 5510 5517
6 39 577 1289 3248 5527 5534
6 512 910 1357 1905 4051 5483
6 282 452 542 1033 3638 5552
6 182 913 1334 1403 3433 5564
6 9 1306 2727 5574 5582 5589
6 61 293 343 466 899 2506
6 61 294 680 1367 2500 4655
6 83 371 1039 1391 3662 5611
6 59 240 295 419 709 1763
6 83 318 492 686 1171 1798
6 283 492 963 2010 4604 5631
6 49 294 372 698 1547 3687
6 61 292 327 460 2506 5648
6 160 371 948 1230 1857 3430
6 59 277 343 512 946 2766
6 64 697 1623 2661 5668 5675
6 832 1519 3433 5564 5691 5698
6 61 283 1006 2328 3437 5710
6 61 288 312 327 525 695
6 61 289 419 528 1494 4260
6 968 4187 5734 5740 5748 5755
6 64 167 593 894 1366 3464
6 228 913 1363 1959 3438 5572
5 417 1367 5782 5788 5796
6 61 520 1039 1503 2701 5800
6 49 222 447 536 1146 1973
6 224 482 1182 1636 2936 5813
6 282 343 675 1031 3180 5826
6 204 1381 2199 2573 4456 5839
6 61 289 327 449 783 2007
6 153 319 675 1036 2599 4704
6 61 300 526 674 1023 2575
6 251 308 460 536 1443 4482
6 184 308 380 522 2626 5872
6 83 320 460 542 1366 1845
6 697 1532 3927 5839 5889 5896
6 53 414 1097 1874 3751 5908
6 50 611 1391 1826 4146 5922
6 53 984 1884 4810 5935 5942
6 1696 5955 5964 5970 5978 5985
6 61 286 303 334 519 904
6 184 433 687 1190 2065 4713
6 184 796 1032 1537 2936 6002
6 153 432 1155 2250 4632 6015
6 126 4039 6027 6033 6041 6048
6 75 603 1113 1949 3627 6057
6 153 483 894 1197 3062 6068
6 191 1092 3243 4300 6081 6088
6 153 420 1081 2392 3619 6097
6 59 209 505 889 1374 3429
6 66 983 1902 3029 4089 6113
6 83 487 1053 1916 3177 6122
1 79
6 61 289 338 690 1547 2439
6 195 1334 2684 6136 6144 6151
6 23 832 948 1340 1701 2634
6 71 228 572 950 1405 2331
6 83 289 319 459 906 2970
6 270 1830 3195 6189 6197 6204
6 59 215 455 687 1081 1759
6 59 283 315 380 538 898
6 59 890 2346 6217 6225 6232
6 151 282 1400 2211 6242 6249
6 222 901 1999 3388 5952 6263
6 61 294 327 458 793 1444
6 239 807 2139 4153 6294 6301
6 61 283 338 458 904 1455
6 59 486 953 1188 2328 5844
6 239 1766 4378 5321 6330 6337
6 192 813 1035 1351 3012 6346
6 50 1064 2024 6355 6363 6370
6 6 166 950 1240 3176 5115
6 50 206 435 703 1098 1752
6 203 294 327 455 906 1571
6 61 294 455 525 963 1681
6 214 492 1032 1504 3296 6389
6 157 726 911 1265 1403 1805
6 61 380 518 1028 3508 6402
6 224 973 1663 4071 4723 6411
6 61 289 319 472 1442 5863
6 157 955 2001 2942 4521 6429
6 53 612 1700 3138 5073 6439
2 71 1370
6 83 286 480 593 1403 3151
6 397 1034 5192 6452 6460 6467
6 272 1604 2236 3320 6480 6487
6 83 300 579 1235 2161 4605
6 59 282 304 371 683 1446
6 61 292 343 492 680 1026
6 61 294 346 519 673 880
6 597 2830 6034 6511 6519 6526
6 59 283 295 343 904 1709
6 83 612 1096 1943 3221 6538
6 83 293 326 638 1587 4472
6 57 635 4871 6557 6565 6572
6 61 286 304 323 469 898
6 61 423 984 1081 3756 6593
6 23 483 911 1110 2354 4587
6 83 295 327 380 538 788
6 57 412 747 1414 2656 6611
6 325 807 1183 2554 5841 6622
6 49 161 989 1010 2539 5948
6 53 187 896 1786 3181 6638
6 148 292 495 701 950 1240
6 219 530 1177 1857 3391 4971
6 11 1095 4184 6654 6662 6669
6 50 599 2274 3410 5657 6683
6 227 1090 1844 3007 5844 6697
6 61 527 854 1113 2109 4227
6 251 344 538 2626 5852 6716
6 9 37 1304 3692 6591 6731
6 265 2164 2901 6478 6745 6752
6 78 596 1392 1942 2795 6168
6 52 227 973 1389 3215 6769
6 55 868 1704 6588 6784 6791
6 146 859 1769 2308 6801 6808
6 20 3484 6819 6825 6833 6840
6 53 167 593 992 1403 1883
6 114 1928 6617 6862 6870 6877
6 157 701 1103 1363 2946 4511
6 157 908 1403 1988 4576 6900
6 184 318 371 469 675 1034
6 61 706 992 1404 2589 6910
6 53 184 444 854 1391 4065
6 232 1089 2027 3406 11903 17622
6 25 147 511 1109 2354 3512
6 83 701 3341 4378 5471 6935
6 170 921 1349 2463 6944 6951
6 59 203 372 498 597 1107
6 23 909 1360 2157 2943 4375
6 66 430 1089 1385 2727 6967
6 59 515 1401 2262 6644 6982
6 153 604 1634 2463 6104 6996
6 57 901 2053 4812 7009 7016
6 153 697 1368 2567 6098 7030
6 59 201 419 703 1375 1768
6 83 327 512 674 1664 4051
6 1117 7052 7061 7067 7075 7082
6 151 1112 1837 2250 6125 7097
6 157 498 812 946 1360 4257
6 61 285 312 338 538 894
6 151 423 703 859 1403 3191
6 50 289 380 492 898 1663
6 282 424 2524 5432 7125 7132
6 34 898 3251 7142 7150 7157
6 176 349 710 1366 1643 3218
6 82 221 485 960 1503 2718
6 61 282 308 327 517 894
6 244 1504 3407 4683 5328 7179
6 61 287 312 327 469 695
6 53 593 1004 1064 2916 6587
6 59 318 593 698 1028 1968
6 61 289 609 1117 1407 2612
6 46 214 1118 2718 3754 7209
6 160 851 1414 2522 7218 7225
4 61 283 327 522
6 251 354 675 1237 3452 7239
6 148 412 729 1109 1630 2837
6 184 505 832 1342 1864 6439
6 47 283 512 921 1999 6406
6 146 834 1248 1349 1519 2881
6 161 1088 1932 3092 7269 7276
4 53 296 1063 5364
6 83 312 528 680 2004 4600
6 151 288 338 781 3054 4926
6 8 160 859 1074 1291 4910
6 61 294 356 520 698 1383
6 61 251 289 304 326 519
6 45 430 847 1025 1403 1883
6 610 2924 7313 7319 7327 7334
6 61 288 327 517 1038 2781
6 83 285 300 372 897 1921
6 59 286 319 519 1234 1696
6 39 318 498 681 1230 2331
6 9 227 1285 1968 6730 7356
6 221 5114 7368 7374 7382 7389
6 3986 7407 7416 7422 7430 7437
6 214 492 670 921 1895 7446
6 49 894 5442 7459 7467 7474
6 148 430 799 855 1391 1961
6 39 510 828 1330 2933 4723
6 59 424 1110 1624 3037 7488
6 83 315 465 680 1571 3338
6 56 434 1712 2619 7503 7510
6 34 475 807 1025 1699 3820
6 115 1146 2393 3956 7528 7535
6 61 300 469 673 899 2065
6 66 908 945 1397 2777 4996
6 49 215 1704 2815 5096 7556
6 198 424 973 1191 3077 4711
6 201 729 2250 2879 7576 7583
6 224 531 1029 1176 1663 2823
6 192 530 970 1101 1663 2815
6 61 325 542 887 2010 3367
6 601 1459 4674 6047 7611 7618
6 66 697 3144 6092 7631 7638
6 61 294 336 460 675 1038
6 214 770 1174 1192 2597 4885
6 155 2008 2426 6380 7658 7665
6 57 283 302 325 537 1370
6 83 349 695 1240 2377 3780
6 83 286 505 695 1438 2161
6 83 317 538 851 1449 2523
6 83 295 340 525 906 1447
6 59 160 371 487 1070 3844
6 47 219 1066 1698 3243 3949
6 146 700 973 1403 1864 4265
1 283
6 58 177 383 531 1095 1372
6 78 866 2560 3741 6919 7706
6 83 325 475 512 1237 2921
6 21 909 1360 2454 3471 7555
6 220 613 950 1403 2256 4039
6 5 832 1267 3401 4196 7735
6 93 579 1407 2879 6040 7748
6 192 825 1035 1349 2128 3643
6 83 462 980 1191 3693 7025
6 4944 7772 7781 7787 7795 7802
6 151 340 1567 5606 7815 7822
6 155 296 670 1440 4601 7239
6 59 448 1696 3390 7841 7848
6 15 481 1289 1698 3983 7857
2 61 7867
6 82 700 1233 1802 4685 7871
6 6 221 710 1074 1805 4884
6 256 1613 6424 7889 7897 7904
6 251 712 2427 2441 3553 7914
6 200 576 2876 6904 7930 7937
6 53 176 848 1080 3166 7947
6 29 200 845 1107 1375 3423
6 59 216 434 1096 2387 3639
6 53 222 505 712 1081 1839
6 59 286 308 455 1466 3359
6 174 469 1632 2886 6489 7969
6 50 289 327 532 961 2957
6 61 283 312 517 897 3360
6 235 1604 2896 3762 7982 7989
6 221 492 937 1240 2967 6007
6 57 155 286 325 950 1370
6 76 1840 5802 8011 8019 8026
6 53 197 871 1089 4232 8040
6 284 464 681 1026 1453 3037
6 23 945 3203 4094 8053 8060
6 59 796 3598 5322 8072 8079
6 49 282 880 1397 4042 8090
6 770 836 1548 2554 3928 8101
6 167 487 1035 1532 3033 5801
6 285 459 1235 2766 5253 8117
6 59 222 683 1965 4473 7172
6 26 1360 6004 8130 8138 8145
6 146 497 797 1107 3499 8154
6 155 321 492 778 1423 3040
6 151 327 469 673 1672 4983
6 13 228 718 1089 1779 4232
6 224 349 679 899 3053 8179
6 157 371 759 1122 1397 2777
6 157 911 933 948 1335 1403
6 45 593 1010 1525 2617 5136
6 83 317 540 898 3053 8210
6 75 2292 8226 8232 8240 8247
6 156 1219 3020 4984 8262 8269
6 184 710 1864 3424 8278 8285
6 61 287 305 383 898 4773
6 148 221 593 952 2346 8299
6 47 220 804 850 1977 4059
6 832 4206 8143 8318 8326 8333
6 1233 4675 8346 8352 8360 8367
6 61 283 419 517 1234 2513
6 52 697 1387 2515 4351 7863
6 50 283 526 877 1400 3048
4 206 859 3569 7255
6 176 482 530 821 1663 2830
0
6 466 837 1265 1355 2365 3641
6 61 282 316 748 3089 6101
6 412 4783 8411 8417 8425 8432
6 148 418 593 1154 1956 3189
6 83 300 536 880 1502 4051
6 83 288 371 673 2020 4812
6 146 221 492 616 1110 2511
6 146 220 850 1122 3235 4680
6 66 224 712 1334 3869 8462
6 59 626 1385 2514 4300 8471
6 63 928 1340 2431 6374 8485
6 53 184 435 600 1387 5949
6 75 222 729 1233 2262 7255
6 148 222 700 908 1329 1503
6 61 288 305 343 674 1442
6 82 699 1532 2575 5332 8517
6 83 338 942 1450 2962 8528
6 59 424 1083 2040 5056 8539
6 61 282 304 695 3463 8550
6 170 729 973 1504 2767 7075
6 61 286 300 323 460 695
6 58 959 1401 3633 8567 8574
6 157 700 1235 1417 2766 4167
6 184 371 675 1237 3336 5621
6 505 711 3051 8592 8600 8607
6 47 430 962 1505 3814 8469
6 146 424 1100 1758 4339 8623
6 91 1791 2064 5662 8637 8644
6 151 298 371 469 686 1038
6 52 423 953 1736 3808 8471
6 192 799 921 1197 2128 3031
6 66 323 521 1047 1367 5368
6 58 383 1455 3465 8672 8679
6 39 511 1692 3201 8689 8696
6 59 505 969 1141 4807 8724
6 223 469 1461 4472 8739 8746
6 66 880 1880 2542 4046 8757
6 184 426 1691 2091 4035 8105
6 50 221 1389 1968 3951 5930
6 61 293 369 517 1450 2087
6 181 3890 8511 8784 8792 8799
6 2299 8253 8816 8822 8830 8837
6 165 397 1368 3218 4139 8163
6 369 1985 8854 8860 8868 8875
6 190 626 3612 4010 8483 8890
6 53 197 701 1052 1375 3376
6 55 603 1525 3417 8904 8911
6 83 296 324 460 534 1232
6 170 700 937 1232 1672 4378
6 282 338 480 1026 2420 3360
6 50 223 1046 1400 2122 3655
6 234 463 2483 3526 8932 8939
6 214 807 1177 1959 3938 6319
6 82 720 1672 4355 8518 8956
6 83 394 526 963 2005 2779
6 61 289 368 526 697 2079
6 228 703 908 1122 1360 3439
6 155 1255 2726 6516 8979 8986
6 151 505 708 973 1461 3665
6 61 300 460 529 785 4469
6 83 312 460 788 1012 3687
6 6 327 1095 1788 4973 9007
6 83 318 458 532 788 2525
6 53 976 1790 1884 3844 6795
6 155 293 321 343 519 1023
6 61 220 506 712 1252 1959
6 29 184 950 1005 1286 3912
6 593 1114 1804 3394 5790 9035
6 59 203 323 372 522 1081
6 61 298 346 537 2031 4802
6 52 285 304 455 695 906
6 58 282 325 492 716 2504
6 151 1407 2882 6566 9055 9062
6 211 526 2400 3998 9071 9078
6 45 856 1999 3705 7173 9091
6 148 747 2332 3604 6995 9105
6 170 724 1240 2168 3701 6165
6 47 323 1611 2671 5224 9121
6 61 283 479 1235 2037 8644
6 66 701 999 1349 1882 2332
6 155 294 325 452 525 1446
1 155
6 83 289 316 327 475 899
6 61 296 460 894 4378 9140
6 272 1028 2505 6425 9150 9157
6 83 296 685 1450 4810 8729
6 13 364 834 1043 2774 9175
6 336 2039 5049 8362 9189 9196
6 742 1360 3470 6001 9210 9217
6 576 1070 1794 2448 4898 9101
6 66 423 976 1504 3090 5184
6 170 832 1360 1801 2770 4375
5 206 1600 9243 9249 9257
6 61 289 308 327 479 1442
6 35 853 2918 3962 7358 9267
6 157 913 1330 1801 5038 6890
6 203 534 814 1183 2588 3741
6 61 292 312 371 674 1441
6 50 200 1053 1743 2515 3816
6 221 945 1504 2332 5567 9288
6 157 701 942 1113 1504 3445
6 191 431 1678 3221 6543 9304
6 61 286 318 343 469 695
6 61 288 312 338 538 2037
6 66 1114 2606 6902 9317 9324
6 289 1911 3464 8859 9340 9347
6 244 9357 9366 9372 9380 9387
6 53 430 960 1501 3982 6586
6 27 296 1286 1695 4762 9404
6 61 224 327 460 865 1455
6 146 701 914 1416 2560 3864
6 61 294 519 963 3273 6721
6 83 397 677 1180 3336 5635
6 156 685 2410 3374 6166 9432
6 49 372 834 923 1272 2328
6 221 898 3595 7594 9449 9456
6 148 228 506 701 969 1393
6 221 909 1333 1357 2328 3589
6 264 894 1758 4524 9306 9472
6 50 223 485 534 1368 2641
6 83 1158 2361 4955 9484 9491
6 83 1000 3466 4582 8303 9506
6 151 399 695 942 1338 4225
1 4583
6 82 501 1035 1865 3613 7481
6 460 1082 1532 3571 4838 9534
6 59 283 314 346 682 1450
6 148 435 845 1110 3222 9544
6 203 474 799 1177 2211 4408
6 406 1172 2645 8706 9566 9573
6 151 936 1794 2335 3440 6187
6 191 569 850 1510 3242 6584
6 59 216 548 850 1504 2262
6 151 288 346 469 898 4468
6 59 365 493 675 1191 1509
6 83 215 417 520 697 1234
6 214 527 942 1237 2329 5647
6 45 296 1010 1876 2916 5136
6 59 435 868 1064 1525 5361
6 59 475 498 969 1788 2823
6 90 364 950 1349 2814 3975
6 148 410 615 1381 2390 6919
6 59 322 871 1100 3201 8091
6 224 492 788 1675 4983 9650
4 66 227 1063 2113
6 83 294 380 539 1854 3948
6 222 325 1611 2894 7968 9663
6 494 1360 2332 3434 8065 9675
6 82 221 858 1966 3578 8562
6 214 805 1197 2364 4014 9053
6 10 151 866 1357 3178 7172
6 49 283 305 338 517 695
6 66 533 950 1891 5132 9723
6 52 223 843 1064 2518 8382
6 251 294 321 346 537 788
6 131 758 4187 8197 9744 9751
6 148 427 950 1677 2607 4003
6 148 286 593 908 1914 5294
6 82 748 1391 2682 4834 9770
6 184 506 1095 1401 2562 4885
6 45 527 1067 1404 2534 3603
6 261 325 1360 2164 8671 9789
6 184 317 519 903 2447 8179
6 59 197 593 976 1504 4600
6 184 480 848 1177 2415 3668
6 59 259 304 526 950 3465
6 59 527 950 1349 1507 2832
6 59 282 321 371 472 789
1 83
6 192 1095 2729 4206 9824 9831
6 55 989 3243 7003 9843 9850
6 170 834 943 1338 2332 4258
6 89 1834 9865 9871 9879 9886
6 27 625 2011 2455 6817 9901
6 82 293 321 450 897 6458
6 148 677 1374 5056 9921 9928
6 23 430 1790 3243 9939 9946
6 368 1197 2355 8870 9961 9968
6 61 322 528 953 2504 4219
6 83 296 372 525 781 1435
6 371 2305 9982 9988 9996 10003
6 203 809 909 1240 3199 10018
6 52 223 521 1391 2585 5802
6 176 327 640 1026 1237 3059
6 245 296 320 349 532 1571
6 83 294 325 517 684 1432
6 153 498 950 1461 2820 5543
6 59 360 799 1170 1951 7108
5 61 288 323 460 2506
6 6446 10054 10063 10069 10077 10084
6 66 412 1097 1949 8699 10098
6 228 611 1630 1959 4026 10107
6 203 809 2556 3323 6259 10117
6 148 211 423 612 850 1506
6 177 441 1755 4686 10128 10135
6 83 469 701 1401 3287 10147
6 700 1351 2357 3408 4900 10159
6 157 950 1404 2881 4196 7614
6 148 223 596 849 1374 2392
6 61 321 453 536 1421 4266
6 57 505 984 2507 7005 10176
6 66 908 992 1363 2767 8892
6 406 2712 5477 10196 10204 10211
6 157 498 943 1370 2326 2839
6 52 266 323 691 3200 6185
6 75 615 1409 1781 3374 6908
6 75 231 1076 1409 3808 6678
6 184 501 821 1107 1401 2936
6 157 609 1100 1769 10238 10245
6 59 494 1035 1369 3670 7492
6 261 1928 2086 2903 10259 10266
6 406 3661 4410 8706 10278 10285
6 7 327 759 1176 2115 3330
4 497 911 4677 10299
6 82 866 2456 2617 4275 9899
6 282 478 1440 2957 5643 10312
6 193 609 1929 3223 6026 10229
6 148 222 593 1081 2357 5801
6 29 1005 3912 6785 10335 10342
6 61 290 312 380 674 1025
6 61 288 312 368 537 1510
6 49 294 512 777 1450 2052
6 272 837 2556 3643 6298 10354
6 78 435 1081 1948 4166 10365
6 157 228 556 850 1397 1962
6 64 292 458 532 1370 1782
6 53 247 457 530 1370 2205
6 586 1214 2797 3473 5177 9207
6 203 305 536 1043 2526 6108
6 184 460 684 1025 2066 5028
6 59 223 710 1039 1391 3180
6 59 200 418 505 703 1089
6 151 1240 1903 3433 4900 9112
6 83 716 2032 4158 10403 10410
1 701
6 157 681 1113 1536 4086 5647
6 146 430 909 1109 2354 5114
6 61 285 300 319 372 1370
6 120 498 1182 1736 3089 5487
6 83 298 343 522 695 1420
6 191 1074 4697 10445 10453 10460
6 832 1343 1515 1527 6137 10470
6 282 303 372 675 1028 2970
6 148 534 2331 4080 5521 10490
6 151 368 538 1025 1894 3634
6 155 304 452 478 793 1604
6 61 292 312 450 698 2003
6 83 368 512 708 1848 3265
6 157 935 2942 3433 6428 10514
6 145 480 1011 1698 4097 9130
6 82 418 968 1932 3262 6585
6 93 722 950 1360 2448 2991
6 31 776 1401 1996 3207 7829
6 47 483 1704 6674 10552 10559
6 6 720 1351 1630 1974 5175
6 51 224 534 1089 2696 7372
6 146 706 1240 1786 5662 10587
6 58 252 300 334 880 1811
6 397 807 1192 2645 5824 6468
6 176 1761 2779 5451 10605 10612
6 192 811 969 1338 2941 5543
6 59 480 901 1370 1865 4813
