nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0033 010859 -3583.35045:[40365.97040:-1102.16036:-1103.98918] 0.0002046252
0034 011095 -3582.66643:[40367.67854:-1102.35424:-1103.53245] 0.0001908890
0035 011331 -3582.02716:[40369.20666:-1102.50044:-1103.13705] 0.0001784342
0036 011567 -3581.42855:[40370.58167:-1102.60860:-1102.79253] 0.0001671160
0037 011805 -3580.86695:[40371.82580:-1102.68646:-1102.49036] 0.0001568082
0038 012042 -3580.33913:[40372.95745:-1102.74021:-1102.22356] 0.0001473991
0039 012278 -3579.84222:[40373.99188:-1102.77482:-1101.98643] 0.0001387907
0040 012513 -3579.37362:[40374.94182:-1102.79427:-1101.77430] 0.0001308977
0041 012734 -3578.93105:[40375.81793:-1102.80174:-1101.58332] 0.0001236449
0042 012929 -3578.51244:[40376.62916:-1102.79980:-1101.41033] 0.0001169667
0043 013164 -3578.11591:[40377.38304:-1102.79050:-1101.25270] 0.0001108065
0044 013323 -3577.73980:[40378.08600:-1102.77547:-1101.10826] 0.0001051159
0045 013554 -3577.38256:[40378.74348:-1102.75603:-1100.97520] 0.0000998498
0046 013789 -3577.04283:[40379.36015:-1102.73322:-1100.85203] 0.0000949667
0047 014132 -3576.71935:[40379.94002:-1102.70788:-1100.73747] 0.0000904305
0048 014625 -3576.41100:[40380.48654:-1102.68068:-1100.63048] 0.0000862104
0049 015175 -3576.11674:[40381.00275:-1102.65215:-1100.53015] 0.0000822795
0050 015716 -3575.83561:[40381.49126:-1102.62271:-1100.43572] 0.0000786132
0051 016259 -3575.56675:[40381.95440:-1102.59271:-1100.34655] 0.0000751869
0052 016790 -3575.30939:[40382.39416:-1102.56240:-1100.26210] 0.0000719768
0053 017323 -3575.06283:[40382.81235:-1102.53199:-1100.18193] 0.0000689618
0054 017842 -3574.82644:[40383.21051:-1102.50165:-1100.10564] 0.0000661241
0055 018362 -3574.59961:[40383.59008:-1102.47151:-1100.03291] 0.0000634501
0056 018877 -3574.38182:[40383.95232:-1102.44168:-1099.96345] 0.0000609291
0057 019400 -3574.17253:[40384.29839:-1102.41223:-1099.89699] 0.0000585521
0058 019915 -3573.97127:[40384.62937:-1102.38323:-1099.83328] 0.0000563104
0059 020433 -3573.77757:[40384.94622:-1102.35471:-1099.77211] 0.0000541956
0060 020944 -3573.59102:[40385.24984:-1102.32673:-1099.71327] 0.0000521992
0061 021452 -3573.41123:[40385.54102:-1102.29928:-1099.65660] 0.0000503131
0062 021956 -3573.23781:[40385.82052:-1102.27240:-1099.60193] 0.0000485294
0063 022460 -3573.07044:[40386.08900:-1102.24609:-1099.54912] 0.0000468398
0064 022969 -3572.90881:[40386.34708:-1102.22035:-1099.49806] 0.0000452363
0065 023475 -3572.75264:[40386.59532:-1102.19517:-1099.44866] 0.0000437101
0066 023986 -3572.60168:[40386.83422:-1102.17056:-1099.40083] 0.0000422534
0067 024494 -3572.45570:[40387.06426:-1102.14651:-1099.35451] 0.0000408605
0068 025004 -3572.31449:[40387.28586:-1102.12300:-1099.30964] 0.0000395270
0069 025517 -3572.17785:[40387.49945:-1102.10004:-1099.26616] 0.0000382497
0070 026023 -3572.04558:[40387.70541:-1102.07762:-1099.22401] 0.0000370266
0071 026529 -3571.91750:[40387.90411:-1102.05572:-1099.18314] 0.0000358563
0072 027040 -3571.79343:[40388.09592:-1102.03434:-1099.14349] 0.0000347370
0073 027559 -3571.67318:[40388.28115:-1102.01348:-1099.10500] 0.0000336654
0074 028067 -3571.55661:[40388.46012:-1101.99311:-1099.06762] 0.0000326380
0075 028576 -3571.44356:[40388.63312:-1101.97323:-1099.03131] 0.0000316527
0076 029089 -3571.33389:[40388.80043:-1101.95383:-1098.99603] 0.0000307082
0077 029600 -3571.22744:[40388.96232:-1101.93490:-1098.96171] 0.0000298046
0078 030107 -3571.12409:[40389.11903:-1101.91642:-1098.92832] 0.0000289408
0079 030618 -3571.02369:[40389.27081:-1101.89838:-1098.89581] 0.0000281143
0080 031125 -3570.92612:[40389.41788:-1101.88076:-1098.86413] 0.0000273224
0081 031636 -3570.83126:[40389.56044:-1101.86355:-1098.83325] 0.0000265638
0082 032150 -3570.73900:[40389.69869:-1101.84674:-1098.80313] 0.0000258376
0083 032659 -3570.64922:[40389.83283:-1101.83032:-1098.77373] 0.0000251425
0084 033166 -3570.56183:[40389.96303:-1101.81427:-1098.74501] 0.0000244765
0085 033669 -3570.47671:[40390.08945:-1101.79857:-1098.71695] 0.0000238378
0086 034179 -3570.39379:[40390.21225:-1101.78322:-1098.68952] 0.0000232240
0087 034688 -3570.31298:[40390.33157:-1101.76820:-1098.66270] 0.0000226328
0088 035204 -3570.23421:[40390.44755:-1101.75351:-1098.63647] 0.0000220624
0089 035714 -3570.15741:[40390.56029:-1101.73912:-1098.61081] 0.0000215112
0090 036231 -3570.08252:[40390.66993:-1101.72504:-1098.58572] 0.0000209783
0091 036741 -3570.00946:[40390.77658:-1101.71124:-1098.56116] 0.0000204636
0092 037253 -3569.93818:[40390.88035:-1101.69773:-1098.53714] 0.0000199675
0093 037759 -3569.86860:[40390.98135:-1101.68450:-1098.51361] 0.0000194909
0094 038269 -3569.80065:[40391.07970:-1101.67153:-1098.49056] 0.0000190330
0095 038777 -3569.73428:[40391.17549:-1101.65882:-1098.46796] 0.0000185922
0096 039286 -3569.66943:[40391.26881:-1101.64635:-1098.44581] 0.0000181670
0097 039793 -3569.60605:[40391.35975:-1101.63414:-1098.42409] 0.0000177558
0098 040305 -3569.54409:[40391.44840:-1101.62215:-1098.40278] 0.0000173580
0099 040820 -3569.48350:[40391.53483:-1101.61040:-1098.38188] 0.0000169730
0100 041327 -3569.42424:[40391.61912:-1101.59886:-1098.36137] 0.0000166006
0101 041796 -3569.36627:[40391.70134:-1101.58755:-1098.34124] 0.0000162410
0102 042200 -3569.30954:[40391.78157:-1101.57645:-1098.32147] 0.0000158943
0103 042613 -3569.25400:[40391.85988:-1101.56555:-1098.30204] 0.0000155604
0104 043019 -3569.19961:[40391.93635:-1101.55485:-1098.28294] 0.0000152385
0105 043419 -3569.14633:[40392.01103:-1101.54435:-1098.26416] 0.0000149281
0106 043789 -3569.09412:[40392.08400:-1101.53404:-1098.24568] 0.0000146289
0107 044162 -3569.04293:[40392.15531:-1101.52391:-1098.22749] 0.0000143403
0108 044531 -3568.99275:[40392.22502:-1101.51396:-1098.20958] 0.0000140613
0109 044899 -3568.94353:[40392.29318:-1101.50418:-1098.19194] 0.0000137906
0110 045261 -3568.89525:[40392.35983:-1101.49457:-1098.17456] 0.0000135270
0111 045626 -3568.84789:[40392.42502:-1101.48512:-1098.15745] 0.0000132701
0112 045986 -3568.80143:[40392.48878:-1101.47583:-1098.14060] 0.0000130196
0113 046354 -3568.75583:[40392.55117:-1101.46670:-1098.12400] 0.0000127759
0114 046718 -3568.71109:[40392.61222:-1101.45771:-1098.10765] 0.0000125391
0115 047086 -3568.66716:[40392.67198:-1101.44888:-1098.09154] 0.0000123092
0116 047447 -3568.62403:[40392.73048:-1101.44019:-1098.07565] 0.0000120857
0117 047808 -3568.58168:[40392.78777:-1101.43163:-1098.06000] 0.0000118679
0118 048173 -3568.54009:[40392.84387:-1101.42322:-1098.04457] 0.0000116546
0119 048518 -3568.49924:[40392.89881:-1101.41494:-1098.02936] 0.0000114454
0120 048865 -3568.45913:[40392.95262:-1101.40679:-1098.01439] 0.0000112409
0121 049206 -3568.41972:[40393.00533:-1101.39877:-1097.99962] 0.0000110422
0122 049547 -3568.38101:[40393.05699:-1101.39088:-1097.98507] 0.0000108493
0123 049892 -3568.34297:[40393.10762:-1101.38310:-1097.97073] 0.0000106612
0124 050237 -3568.30558:[40393.15724:-1101.37545:-1097.95659] 0.0000104776
0125 050566 -3568.26883:[40393.20589:-1101.36791:-1097.94264] 0.0000102996
0126 050816 -3568.23268:[40393.25361:-1101.36049:-1097.92888] 0.0000101290
0127 051059 -3568.19712:[40393.30042:-1101.35317:-1097.91529] 0.0000099662
Start evaluating ...
  Columns 1 through 7

    0.1068    0.1408    0.1530    0.1579    0.1614    0.1646    0.1667

  Columns 8 through 10

    0.1678    0.1691    0.1699

    0.0209

Elapsed time is 51172.371849 seconds.
